physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. James Hewak,"Nice guy with a very conventional approach to medicine, i.e., loves to prescribe lots of drugs. With a possible Chron's diagnosis he couldn't give any dietary advice. I've worked with a naturopath to change my diet and I have been symptom free for years. I would encourage Dr. Hewak to think outside the box.","September 1, 2010",5,4,2,3
Dr. James Hewak,"Excellent Doctor. Very knowledgeable, personable and professional. Would highly recommend this gastroenterology specialist.","April 14, 2010",5,5,5,5
Dr. James Hewak,"He is a very caring, and knowledgeable doctor. He does not have a huge ego that one usually associates with specialists. Takes his time and listens to you, truly is a wonderful man. I am very grateful that he is my doctor.","February 20, 2010",5,4,5,5
Dr. James Hewak,"I have a very very good impression about Dr. Hewak... First time when i went to him, i was very scared because i was losing blood in the stool and i though i have cancer... He tested me right away and he told me that i have ulcerative colitis and i need to follow a prescription drug to be able to have a normal life... Now I am feeling very well only because of him. Thank you Dr. Hewak, you are the best.","May 20, 2009",5,5,5,5
Dr. James Hewak,a fantastic doctor with an excellent bedside manner. Always kind and supportive.,"December 13, 2008",5,5,5,5
Dr. James Hewak,Great Doctor.. the only complaint would be the time you may have to wait to actually book an appointment (took me over a year+). but Dr Hewak is the best of the best.,"March 26, 2008",5,5,5,5
Dr. James Hewak,"Dr. Hewak is the best Dr I know! He really seems to care about the patients, unlike some Dr.'s I know. He has helped me tremendously. Last time I had a colonoscopy & endoscopy at the sme time, I had no pain after, no sign that I had even had it done! That's amazing, I am usually out of commission after just a colonoscopy for 3 or 4 days! I tell everyone about him. I am lucky to have him as my gastroenterologyst!","September 24, 2007",5,4,5,5
Dr. James Hewak,"absolutely the best. Guelph is lucky to have him. I hope he stays here! He is just so knowledgeable, intelligent, caring, fabulous. And the staff is great too. A very positive experience and many thanks for the help.","September 2, 2007",5,5,5,5
Dr. James Hewak,"Dr. Hewak is one of a kind Doctor in every positive respect. We as a Family cannot say enough about the brilliant way he works at his profession. He has genuine caring for his patience, which in turn gives us total faith in him.We are very fortunate to have him as a Doctor.","July 17, 2007",5,5,5,5
Dr. James Hewak,"Very professional,confident,knowledgable young Doctor. He makes me very comfortable and is very compassionate and understanding.Always on time but never rushing his patients and he listens His staff are A1,friendly and helpful, and run a proffesional office.","May 26, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. James Hewak,Wonderful doctor ~ very kind and compassionate. Turns what is a scary experience (scope) into a breeze. I thank him for such a great experience!,"April 19, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. James Hewak,Very professional as well as being very approachable. Takes the time to answer your questions.Feethat I am in good hands with this very competent doctor.,"March 17, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. James Hewak,Dr.Hewak is an angel!! He is so kind and caring and always helpful. His staff are fantastic as well! I really dont know where i would be without him!!!,"February 12, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. James Hewak,De Hewak is my Doctor for Crohn's Disease. He is by far the best doctor I have seen. He is thorough and considerate. My crohn's is in remission and for that I hold him accountable. I would recommend him to anyone having stomach problems! My only wish is that he was able to facilitate my son who is also a sufferer of this disease. Guelph has NO accomadations for minors afflicted with this disease.,"February 12, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. Samir Grover,"I was terrified of having a colonoscopy. I couldn't imagine a more invasive and embarrassing experience. Dr. Grover and his entire team made the process easy. Every person I spoke with was kind and compassionate. They are just an amazing team and if anyone reading this is even the slightest bit worried about the procedure, take it from me you are in excellent hands.","June 19, 2017",5,5,5,5
Dr. Samir Grover,He took me on as a patient after I had been with a wonderful GI for over thirty years. I'm very impressed. He couldn't have been a better addition to my medical needs.,"May 12, 2017",5,5,5,5
Dr. Samir Grover,"He is the professional, kind, gentle and respectful of his patient's concerns. Listen? Oh you bet. He listens, mulls things over, smiles, considers various strategies and acts completely human. Yet he's not. He is a gastroenterologist with a super-human skill-set. People everywhere love this guy. As long as he is willing, I'm never leaving. He watches my (serious) condition with great care and I feel safe because of Dr. Grover and his team.","February 20, 2017",5,5,5,5
Dr. Samir Grover,"One of the smartest doctors I've ever had the pleasure of dealing with. He's on top of his game; he knows his industry well, is on top of new research, is incredibly knowledgeable, detailed, and helpful. I would highly recommend this doc.","January 11, 2017",5,5,5,5
Dr. Samir Grover,I have seen dr Grover three times and he is attentive and listens to what you you have to say. Has helped me immensely . His secretary is also wonderful. Has always returned my calls. Would recommend him if you are lucky enough to find him. I am a far north patient.,"November 16, 2016",5,5,5,5
Dr. Samir Grover,"Unfortunately we had a similar experience trying to get a follow up appointment after my husband's scan. It took 2 months to connect successfully with his office to get an appointment. Full mailbox every day. Can't leave a message. No one will answer the phone live. I've never experienced that before. As such, the abscess in his abdomen has been growing for two more months. Dr. Grover is amazing, but an inability to see him (especially after a test) means the results don't get reviewed in a timely fashion. It's a problem. A great doctor blocked by a bad office admin. My husband's condition could result in a surgery now, which wouldn't have been necessary had he found out 2 months ago that his abscess was not gone. The treatment could have been continued instead of ended for two months. Really hoping Dr. Grover can find some office support to reflect how well he treats his patients.","November 10, 2016",1,4,4,5
Dr. Samir Grover,"After almost 2 years researching the best Surgeon for a complex GI surgery I landed upon Dr. Grover (by pure accident-and googling) He referred my to Dr. Burnstein who skillfully achieved what I would call a perfect outcome for my situation. Dr. Grover is always hopeful, pleasant, on time and he listens (a rare thing). I did not experience any rude or odd behaviour from his Office Manager, especially since he has 100 of patients that rely on him.","July 14, 2016",4,4,5,5
Dr. Samir Grover,As many others my comment has to do with his secretary and the inability to leave a message. I was told I needed to have an appointment this fall prior to my procedure early in the New Year. The procedure was booked and I received a written notice but the fall appointment was not made and I cannot reach the secretary to request she make the appointment. This is very bad and a complete contrast to my former GI doc who retired. I was always able to leave a message and his office always advised before appointments and was most helpful. This is a HUGE concern and i am not sure Dr. Grover knows or perhaps does not even care.,"June 3, 2016",1,4,3,3
